bin.function,cov-day3-b1,cov-day3-b2,cov-day3-b5,cov-day6-b7,cov-day6-b8,cov-day6-b9,cov-day9-b11,cov-day9-b12,cov-day9-b14,cov-day12-b16,cov-day12-b17,cov-day12-b19,cov-day19-b28,cov-day19-b32,cov-day19-b33,unnorm-day3-b1,unnorm-day3-b2,unnorm-day3-b5,unnorm-day6-b7,unnorm-day6-b8,unnorm-day6-b9,unnorm-day9-b11,unnorm-day9-b12,unnorm-day9-b14,unnorm-day12-b16,unnorm-day12-b17,unnorm-day12-b19,unnorm-day19-b28,unnorm-day19-b32,unnorm-day19-b33,unnorm-LG1,unnorm-LG2,unnorm-LG3,functional-category,protein.annotation,Accession,Taxa
216-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.2159,1.1047,1.031676769,2.1396,1.1673,1.249031782,1.5046,0.9629,0.942429423,1.7682,1.4712,0.911404133,1.406,1.0971,0.990324378,1.8627,1.1083,1.368100405,-,kegg:cobalamin_synthesis_protein_P47K_uniprot:F5UMA5_9CYAN_Cobalamin_synthesis_protein_P47K_(TrEMBL)_pfam:AAA_14,Prok_bin48_NODE_134_length_90724_cov_253.251_2,Prok_bin48
217-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8783,1.0614,0,1.6731,0.8872,0,0.9837,0.6861,0,1.5868,1.0551,0,1.274,0.8167,0,1.6921,1.1571,0,-,kegg:Glutamate-1-semialdehyde_2_1-aminomutase_uniprot:K9VQF8_9CYAN_Glutamate-1-semialdehyde_2_1-aminomutase_(TrEMBL)_pfam:Aminotran_3,Prok_bin48_NODE_134_length_90724_cov_253.251_21,Prok_bin48
218-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6464,1.0034,1.678986073,1.4029,0.9692,0.843670368,0.5696,0.3602,0.815491319,1.1356,0.6298,1.671905875,1.2212,0.6518,1.302747011,3.5114,0.6051,3.470263243,-,kegg:uracil_phosphoribosyltransferase_uniprot:K9VPM9_9CYAN_Uracil_phosphoribosyltransferase_(TrEMBL)_pfam:Pribosyltran,Prok_bin48_NODE_134_length_90724_cov_253.251_28,Prok_bin48
219-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8169,1.3837,0,1.936,1.2423,0,0.776,0.8561,0,1.5262,1.211,0,1.2119,0.8139,0,1.8922,1.3098,0,-,kegg:carotene_isomerase_uniprot:F5UM51_9CYAN_Carotene_isomerase_(TrEMBL)_pfam:Amino_oxidase,Prok_bin48_NODE_134_length_90724_cov_253.251_30,Prok_bin48
220-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8291,1.1574,1.03493166,1.5743,0.9603,1.126661301,1.0002,0.7086,0.643297315,1.5578,0.9862,0.805241108,1.126,1.0271,1.374583125,1.6299,1.0039,1.55618012,-,kegg:NAD(P)H-quinone_oxidoreductase_subunit_N_uniprot:K9VNE6_9CYAN_NAD(P)H-quinone_oxidoreductase_subunit_N_(TrEMBL)_pfam:NdhN,Prok_bin48_NODE_134_length_90724_cov_253.251_50,Prok_bin48
221-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7942,0.7627,0.790720999,1.9207,0.8622,1.028337359,1.1574,0.6481,0.775088251,1.3754,0.951,0.566249847,1.2765,0.9101,1.2572124,1.2106,0.7098,0.940837085,ribosomal-protein,kegg:LSU_ribosomal_protein_L3P_uniprot:F5UMF6_9CYAN_50S_ribosomal_protein_L3_(TrEMBL)_pfam:Ribosomal_L3,Prok_bin48_NODE_134_length_90724_cov_253.251_51,Prok_bin48
222-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0652,0.8267,0.88468343,1.8726,1.0029,1.068694592,1.2361,0.9034,0.871396184,1.5652,1.1824,0.744133294,1.2452,0.9247,1.295547009,1.3173,0.753,1.004267454,ribosomal-protein,kegg:ribosomal_protein_L4/L1e_uniprot:K9VN09_9CYAN_50S_ribosomal_protein_L4_(TrEMBL)_pfam:IFRD_C,Prok_bin48_NODE_134_length_90724_cov_253.251_52,Prok_bin48
223-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6448,0.6859,0.759638369,1.8744,0.8217,0.978622019,1.1779,0.6589,0.684052348,1.1807,0.9487,0.528553545,1.1872,0.8862,1.15716207,1.1843,0.6804,0.876793742,ribosomal-protein,kegg:LSU_ribosomal_protein_L23P_uniprot:K9VPK7_9CYAN_50S_ribosomal_protein_L23_(TrEMBL)_pfam:MATalpha_HMGbox,Prok_bin48_NODE_134_length_90724_cov_253.251_53,Prok_bin48
224-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6576,0.6687,0.677375734,1.8493,0.876,0.978681684,1.1807,0.908,0.832633078,1.073,1.0248,0.722768486,1.2015,0.7843,1.121435285,0.8376,0.5545,0.755419195,ribosomal-protein,kegg:LSU_ribosomal_protein_L2P_uniprot:K9VQJ4_9CYAN_50S_ribosomal_protein_L2_(TrEMBL)_pfam:Ribosomal_L2,Prok_bin48_NODE_134_length_90724_cov_253.251_54,Prok_bin48
225-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9915,0.6641,1.029315591,2.0853,0.6044,0.99957186,1.3129,0.6223,0.728298306,1.7286,0.6251,0.547239065,1.2165,0.9447,0.960456908,1.0314,0.8196,0.870670676,ribosomal-protein,kegg:ribosomal_protein_S19_uniprot:K9VNF1_9CYAN_30S_ribosomal_protein_S19_(TrEMBL)_pfam:Ribosomal_S19,Prok_bin48_NODE_134_length_90724_cov_253.251_55,Prok_bin48
226-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7261,0.7652,0.909979701,1.7885,0.8141,1.078795671,1.2,0.7071,0.890750647,1.2252,1.0188,0.730453134,1.3531,0.7674,1.090482712,1.0848,0.6181,0.743388176,ribosomal-protein,kegg:ribosomal_protein_L22_uniprot:F5UMF1_9CYAN_50S_ribosomal_protein_L22_(TrEMBL)_pfam:Ribosomal_L22,Prok_bin48_NODE_134_length_90724_cov_253.251_56,Prok_bin48
227-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6733,0.6089,0.750102103,1.6869,0.8049,1.071514964,1.0687,0.7636,0.898173332,1.1126,1.0891,0.885050774,1.2194,0.8654,1.113555193,1.1545,0.6122,1.022451639,ribosomal-protein,kegg:ribosomal_protein_S3_uniprot:F5UMF0_9CYAN_30S_ribosomal_protein_S3_(TrEMBL)_pfam:KH_2,Prok_bin48_NODE_134_length_90724_cov_253.251_57,Prok_bin48
228-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9621,0.8334,0.800649405,1.8562,0.8631,0.990767121,1.018,0.6954,0.740429044,1.1069,1.0162,0.556745827,1.2965,0.9064,1.125176668,1.0229,0.6656,0.806532502,ribosomal-protein,kegg:50S_ribosomal_protein_L16_uniprot:F5UME9_9CYAN_50S_ribosomal_protein_L16_(TrEMBL)_pfam:Ribosomal_L16,Prok_bin48_NODE_134_length_90724_cov_253.251_58,Prok_bin48
229-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6732,0.8211,0.908518434,1.8236,0.9108,1.076172471,0.9541,0.6278,0.67973876,1.4187,0.8145,0.597733617,1.2163,0.9458,1.30150044,2.164,1.1545,1.517248511,ribosomal-protein,kegg:LSU_ribosomal_protein_L29P_uniprot:F5UME8_9CYAN_50S_ribosomal_protein_L29_(TrEMBL)_pfam:Ribosomal_L29,Prok_bin48_NODE_134_length_90724_cov_253.251_59,Prok_bin48
230-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7423,0.939,0.983631492,1.8339,1.0405,1.17684567,1.0713,0.6989,0.780027211,0.9923,0.959,0.525476754,1.2939,0.9761,1.275903821,0.8092,0.4511,0.630854368,ribosomal-protein,kegg:SSU_ribosomal_protein_S17P_uniprot:K9VNF6_9CYAN_30S_ribosomal_protein_S17_(TrEMBL)_pfam:Ribosomal_S17,Prok_bin48_NODE_134_length_90724_cov_253.251_60,Prok_bin48
231-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7315,0.7937,0.733891368,1.899,0.8135,1.012210488,1.1362,0.7071,0.736002982,1.3202,0.8991,0.648256183,1.3253,0.9874,1.312274575,1.1988,0.7663,0.946686864,ribosomal-protein,kegg:LSU_ribosomal_protein_L14P_uniprot:F5UME6_9CYAN_50S_ribosomal_protein_L14_(TrEMBL)_pfam:DnaJ_C,Prok_bin48_NODE_134_length_90724_cov_253.251_61,Prok_bin48
232-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6931,0.8471,0.772725284,1.8078,0.8395,0.922559023,1.1901,0.716,0.751131892,1.1751,0.9397,0.602065682,1.2697,0.7982,1.011117935,0.7172,0.484,0.604764819,ribosomal-protein,kegg:LSU_ribosomal_protein_L24P_uniprot:K9VN21_9CYAN_50S_ribosomal_protein_L24_(TrEMBL)_pfam:HxlR,Prok_bin48_NODE_134_length_90724_cov_253.251_62,Prok_bin48
233-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6688,0.8666,0.826638699,1.677,0.8249,1.068710208,1.0245,0.6784,0.743706405,1.1431,0.8736,0.541842222,1.1644,0.9183,1.235713482,1.5744,0.9832,1.416718364,ribosomal-protein,kegg:LSU_ribosomal_protein_L5P_uniprot:F5UME4_9CYAN_50S_ribosomal_protein_L5_(TrEMBL)_pfam:Ribosomal_L5,Prok_bin48_NODE_134_length_90724_cov_253.251_63,Prok_bin48
234-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6386,0.6409,0.702430248,1.8221,0.9095,0.98274976,1.0898,0.7296,0.836243093,1.0682,1.1088,0.672862172,1.3135,1.0268,1.281989455,1.0528,0.6536,0.907675147,ribosomal-protein,kegg:SSU_ribosomal_protein_S8P_uniprot:A0A2G4F5S9_9CYAN_30S_ribosomal_protein_S8_(TrEMBL)_pfam:DUF5343,Prok_bin48_NODE_134_length_90724_cov_253.251_64,Prok_bin48
235-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6234,0.65,0.712127268,1.824,0.7783,0.935749948,1.0357,0.7005,0.740406632,1.0403,0.9762,0.64439708,1.1871,0.891,1.109092474,1.018,0.5293,0.715692401,ribosomal-protein,kegg:ribosomal_protein_L6_uniprot:A0A2G4F5V4_9CYAN_50S_ribosomal_protein_L6_(TrEMBL)_pfam:ChiC,Prok_bin48_NODE_134_length_90724_cov_253.251_65,Prok_bin48
236-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9695,0.7772,0.899458945,1.8282,0.875,0.992584169,1.239,0.7307,0.932066619,1.4824,0.9857,0.595099449,1.3092,0.6792,0.984262168,1.1738,0.5033,0.785569847,ribosomal-protein,kegg:LSU_ribosomal_protein_L18P_uniprot:F5UME1_9CYAN_50S_ribosomal_protein_L18_(TrEMBL)_pfam:Ribosomal_L18p,Prok_bin48_NODE_134_length_90724_cov_253.251_66,Prok_bin48
237-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7347,0.7676,0.798461795,1.7488,0.8681,0.957767606,1.2336,0.8177,0.758054972,1.2254,0.9075,0.730554104,1.1774,0.9537,1.046267271,1.0393,0.5082,0.792499065,ribosomal-protein,kegg:SSU_ribosomal_protein_S5P_uniprot:A0A2G4F5U8_9CYAN_30S_ribosomal_protein_S5_(TrEMBL)_pfam:Ribosomal_S5,Prok_bin48_NODE_134_length_90724_cov_253.251_67,Prok_bin48
238-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.713,0.6804,0.888314068,1.8135,0.8176,1.153469086,0.9746,0.7152,0.673327625,1.1685,0.7688,0.56553936,1.2435,0.9871,1.354057312,1.2088,0.616,0.792471945,ribosomal-protein,kegg:LSU_ribosomal_protein_L15P_uniprot:F5UMD9_9CYAN_50S_ribosomal_protein_L15_(TrEMBL)_pfam:Ribosomal_L18,Prok_bin48_NODE_134_length_90724_cov_253.251_68,Prok_bin48
239-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9858,1.3408,1.021875978,2.0238,1.0252,1.03139317,1.181,0.8474,0.774553478,1.9344,1.2601,0.769454539,1.2901,0.6993,0.949789584,1.8156,1.544,1.472089887,-,kegg:Adenylate_kinase_uniprot:F5UMD7_9CYAN_Adenylate_kinase_(TrEMBL)_pfam:AAA,Prok_bin48_NODE_134_length_90724_cov_253.251_70,Prok_bin48
240-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7506,0.9609,0.76906383,1.7598,1.0015,0.991006911,1.1187,0.7365,0.821056128,1.278,1.1468,0.596738577,1.2231,1.0444,1.191056728,0.9024,0.6437,0.830946863,ribosomal-protein,kegg:30S_ribosomal_protein_S13_uniprot:K9VPM6_9CYAN_30S_ribosomal_protein_S13_(TrEMBL)_pfam:HHH_6,Prok_bin48_NODE_134_length_90724_cov_253.251_72,Prok_bin48
241-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7353,0.8477,0.766530812,1.8561,1.1201,1.048665762,1.1604,0.7222,0.857194245,1.1562,1.0946,0.677680254,1.1858,1.4004,1.144555092,0.8223,0.5831,0.732611537,ribosomal-protein,kegg:SSU_ribosomal_protein_S11P_uniprot:K9VQL9_9CYAN_30S_ribosomal_protein_S11_(TrEMBL)_pfam:Ribosomal_S11,Prok_bin48_NODE_134_length_90724_cov_253.251_73,Prok_bin48
242-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8058,1.0745,0.90925771,1.8187,0.8884,1.049862623,0.8909,0.7509,0.743731022,1.4248,0.8484,0.68583411,1.226,0.9398,1.105720639,1.5338,1.0173,1.495490193,-,kegg:DNA-directed_RNA_polymerase_subunit_alpha_uniprot:K9VNH4_9CYAN_DNA-directed_RNA_polymerase_subunit_alpha_(TrEMBL)_pfam:HHH_2,Prok_bin48_NODE_134_length_90724_cov_253.251_74,Prok_bin48
243-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6931,0.8601,0.758233547,1.7643,0.8155,0.999055445,1.1525,0.7858,0.705581248,1.2669,0.9809,0.710981786,1.0866,0.9367,1.139114738,1.2711,0.7507,1.016400456,ribosomal-protein,kegg:50S_ribosomal_protein_L17_uniprot:K9VPS5_9CYAN_50S_ribosomal_protein_L17_(TrEMBL)_pfam:Ribosomal_L17,Prok_bin48_NODE_134_length_90724_cov_253.251_75,Prok_bin48
244-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6815,2.0949,0.947967768,1.5429,0.9582,1.176613927,0.9567,0.7871,0.697422922,1.2186,0.8907,0.765205562,1.0875,0.7897,1.146140099,1.0549,0.8191,1.127143383,ribosomal-protein,kegg:LSU_ribosomal_protein_L13P_uniprot:K9VPN1_9CYAN_50S_ribosomal_protein_L13_(TrEMBL)_pfam:Ribosomal_L13,Prok_bin48_NODE_134_length_90724_cov_253.251_77,Prok_bin48
245-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6334,0.6964,0.768541157,1.7718,0.7731,0.976528525,1.071,0.6871,0.86662811,1.0491,1.0025,0.793634415,1.1904,1.0307,1.142531395,0.8347,0.7359,0.904487789,ribosomal-protein,kegg:SSU_ribosomal_protein_S9P_uniprot:A0A2G4F5Q5_9CYAN_30S_ribosomal_protein_S9_(TrEMBL)_pfam:Ribosomal_S9,Prok_bin48_NODE_134_length_90724_cov_253.251_78,Prok_bin48
246-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.2016,1.3709,0.880262196,2.3611,1.1145,0.954402924,0.8877,0.7793,0.550193191,1.7032,0.7341,0.514389396,1.8634,1.1307,0.715319097,2.3661,1.7854,1.671080112,-,kegg:hypothetical_protein_uniprot:F5UJH3_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:Baculo_PEP_C,Prok_bin48_NODE_134_length_90724_cov_253.251_96,Prok_bin48
247-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5613,0.624,0.734879613,2.33,0.828,1.208964109,1.0772,0.4816,0.681027293,1.0852,0.8972,0.533830881,1.5142,0.861,1.389249325,1.0666,0.7424,1.86529851,-,kegg:glutaredoxin-like_protein_uniprot:F5UJH5_9CYAN_Glutaredoxin_(TrEMBL)_pfam:Glutaredoxin,Prok_bin48_NODE_134_length_90724_cov_253.251_98,Prok_bin48
248-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8986,0.8164,1.016606092,1.3394,0.8267,1.134353757,0.8802,0.6523,0.602441788,1.3971,0.9833,0.761896908,1.1488,0.7064,1.002451539,1.1312,0.5936,1.614832282,-,kegg:prolyl-tRNA_synthetase_uniprot:K9VJQ2_9CYAN_Proline--tRNA_ligase_(TrEMBL)_pfam:HGTP_anticodon,Prok_bin48_NODE_136_length_88188_cov_270.749_35,Prok_bin48
249-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5294,0.7291,0,1.9829,0.8267,0,1.2778,0.6201,0,1.0651,1.0447,0,1.2583,0.8193,0,0.7858,0.4769,0,ribosomal-protein,kegg:50S_ribosomal_protein_L28_uniprot:F5UK69_9CYAN_50S_ribosomal_protein_L28_(TrEMBL)_pfam:Ribosomal_L28,Prok_bin48_NODE_136_length_88188_cov_270.749_39,Prok_bin48
250-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0415,1.082,0.993341088,1.8119,0.9379,1.163996577,0.9579,0.6261,0.682789207,1.4913,1.1961,0.708878517,1.1936,0.7534,1.051420689,1.5778,0.9671,1.514979362,-,kegg:ATP-binding_region_ATPase_domain_protein_uniprot:A0A2G4EV27_9CYAN_Chaperone_protein_HtpG_(TrEMBL)_pfam:HATPase_c,Prok_bin48_NODE_136_length_88188_cov_270.749_40,Prok_bin48
251-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8514,0.9265,1.074134827,1.8246,0.6974,1.266843557,0.9035,0.6074,0.83975029,1.4495,0.7273,0.989550948,1.1613,0.8314,1.397781134,1.2895,0.8511,1.546352983,-,kegg:glycosyl_transferase_family_9_uniprot:F5UHZ4_9CYAN_Glycosyl_transferase_family_9_(TrEMBL)_pfam:Epimerase_2,Prok_bin48_NODE_136_length_88188_cov_270.749_51,Prok_bin48
252-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.956,1.0291,0.878656328,1.9181,1.0958,1.101543665,0.9493,0.7854,0.950039029,1.3516,1.4097,0.785200536,1.3202,0.8322,1.017739773,2.0166,1.0685,1.381733537,-,kegg:Transketolase_central_region_uniprot:F5UGB2_9CYAN_Transketolase_central_region_(TrEMBL)_pfam:Transket_pyr,Prok_bin48_NODE_136_length_88188_cov_270.749_58,Prok_bin48
253-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9325,0.8741,1.205226183,2.0761,0.8641,1.186176538,0.982,0.7131,0.736334801,1.6195,0.8882,0.885798872,1.3616,0.7905,1.356673241,1.9961,1.0416,2.739454269,-,kegg:molybdopterin_synthase_subunit_MoaD_uniprot:K9VR57_9CYAN_Molybdopterin_synthase_subunit_MoaD_(TrEMBL)_pfam:Lambda_tail_I,Prok_bin48_NODE_136_length_88188_cov_270.749_68,Prok_bin48
254-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0257,1.1918,1.012310743,1.5508,0.9792,0.959337711,1.1001,0.7206,0.528255284,1.7547,1.041,0.766890407,1.0679,1.0051,0.943202019,1.2899,1.0088,1.537980556,-,kegg:transcriptional_regulator_PadR_family_uniprot:K9VIZ5_9CYAN_Transcriptional_regulator_PadR_family_(TrEMBL)_pfam:PadR,Prok_bin48_NODE_14_length_244538_cov_252.335_114,Prok_bin48
255-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.2937,0.9329,1.190327168,1.9531,0.902,1.649306536,0.9743,0.7973,1.032408714,1.7604,1.2417,0.904201806,1.1318,0.9868,1.456169009,2.0208,1.5472,2.186814547,-,kegg:ribose-phosphate_pyrophosphokinase_uniprot:F5UNT7_9CYAN_Ribose-phosphate_pyrophosphokinase_(TrEMBL)_pfam:Pribosyltran,Prok_bin48_NODE_14_length_244538_cov_252.335_140,Prok_bin48
256-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7873,1.4109,0,1.5646,1.3182,0,1.2369,0.9644,0,1.5441,1.0194,0,1.1566,1.0722,0,1.3919,1.5823,0,-,kegg:putative_S-layer_protein_uniprot:A0A2G4EXR1_9CYAN_S-layer_protein_(TrEMBL)_pfam:DUF3747,Prok_bin48_NODE_14_length_244538_cov_252.335_141,Prok_bin48
257-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8983,0.9183,1.232351184,1.3313,0.874,0.921052098,0.7813,0.4442,1.265212655,1.4456,0.9619,0.78384769,1.3117,0.7771,1.546645403,0.8448,0.5686,0.840311348,photosystem,kegg:Photosystem_II_reaction_center_L_PsbL_uniprot:F5UNS8_9CYAN_Photosystem_II_reaction_center_protein_L_(TrEMBL)_pfam:PsbL,Prok_bin48_NODE_14_length_244538_cov_252.335_152,Prok_bin48
258-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5506,1.0694,0.890965462,1.2363,0.8899,1.134693146,0.8381,0.6772,0.890885472,1.2483,1.0014,0.966084838,1.0988,0.8055,1.010536313,1.1175,0.8144,1.260982275,-,kegg:Cytochrome_b559_subunit_beta_uniprot:K9VHM9_9CYAN_Cytochrome_b559_subunit_beta_(TrEMBL)_pfam:Cytochrom_B559,Prok_bin48_NODE_14_length_244538_cov_252.335_153,Prok_bin48
